project,bug_num,test_name,exception_bug,assertion_bug,exception_lbl,assertion_lbl,assert_err
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test0,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test1,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test2,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test3,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test4,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test5,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test6,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test7,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test8,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test9,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test10,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test11,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test12,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test13,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test14,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test15,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test16,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test17,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test18,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test19,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test20,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test21,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test22,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test23,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test24,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test25,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test26,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test27,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test28,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test29,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test30,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test31,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test32,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test33,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test34,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test35,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test36,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test37,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test38,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test39,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test40,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test41,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test42,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test43,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test44,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test45,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test46,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test47,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test48,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test49,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test50,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test51,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test52,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test53,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test54,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test55,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test56,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test57,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test58,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test59,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test60,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test61,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test62,-,-,-,-,-
TOGA_EVAL,/media/FSE_USER/extradrive1/toga-eval-FSE_USER-2023/toga-eval/evosuite-artifacts/commons-validator-1.7/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java,org.apache.commons.validator.routines.AbstractNumberValidator_ESTest::test63,-,-,-,-,-
